file_id,source_path,date_from_name,cow_token_unverified,session_token,include_in_test,yolo_training_exposure,yolo_exposure_evidence,rr_tuning_exposure,rr_result_viewing_exposure,cow_identity_verified,verified_cow_id,modality_verified,duplicate_identity_reviewed,reviewer,review_date,notes,exposure_evidence,modality_verification_basis
jiufu_336c6a37c1e8bf,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T084330-1479.MP4,20240729,1479,20240729T084330_1479,yes,no,user_confirmed_20260909,no,no,yes,1479,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_d837d576df8e43,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T085513-1539.MP4,20240809,1539,20240809T085513_1539,yes,no,user_confirmed_20260909,no,no,yes,1539,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_281bc808f4d3ff,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T085749-A1022182.MP4,20240809,A1022182,20240809T085749_A1022182,yes,no,user_confirmed_20260909,no,no,yes,A1022182,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_bb78a10aeab6d5,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T090150-1414.MP4,20240809,1414,20240809T090150_1414,yes,no,user_confirmed_20260909,no,no,yes,1414,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_4206de92a27bce,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T090347-1539.MP4,20240809,1539,20240809T090347_1539,yes,no,user_confirmed_20260909,no,no,yes,1539,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_6a5dbf528731c7,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T090911-649.MP4,20240809,649,20240809T090911_649,yes,no,user_confirmed_20260909,no,no,yes,649,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_ed27d896cd2a66,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T092018-608.MP4,20240809,608,20240809T092018_608,yes,no,user_confirmed_20260909,no,no,yes,608,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_004d48d055c457,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T092534-710.MP4,20240809,710,20240809T092534_710,yes,no,user_confirmed_20260909,no,no,yes,710,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_43743cb152c168,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T093503-1022249.MP4,20240809,1022249,20240809T093503_1022249,yes,no,user_confirmed_20260909,no,no,yes,1022249,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_d7498380edb383,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T093825-719.MP4,20240809,719,20240809T093825_719,yes,no,user_confirmed_20260909,no,no,yes,719,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_512d98136d6412,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T094601-A1022251.MP4,20240809,A1022251,20240809T094601_A1022251,yes,no,user_confirmed_20260909,no,no,yes,A1022251,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_7b10e1dbd08a03,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T094835-A1022259.MP4,20240809,A1022259,20240809T094835_A1022259,yes,no,user_confirmed_20260909,no,no,yes,A1022259,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_1b1d8d9b6faec7,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\20240810T085516-1823.MP4,20240810,1823,20240810T085516_1823,yes,no,user_confirmed_20260909,no,no,yes,1823,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_1a11fc33fcb6cf,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\20240810T085733-1646.MP4,20240810,1646,20240810T085733_1646,yes,no,user_confirmed_20260909,no,no,yes,1646,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_993a2261c33ae0,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\20240810T090006-1578.MP4,20240810,1578,20240810T090006_1578,yes,no,user_confirmed_20260909,no,no,yes,1578,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_15023a4d62f18e,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\20240810T091205-997.MP4,20240810,997,20240810T091205_997,yes,no,user_confirmed_20260909,no,no,yes,997,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_bcea2687a6b788,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\20240810T091529-1836.MP4,20240810,1836,20240810T091529_1836,yes,no,user_confirmed_20260909,no,no,yes,1836,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_4a3dc560468965,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\20240810T092347-846.MP4,20240810,846,20240810T092347_846,yes,no,user_confirmed_20260909,no,no,yes,846,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_82901a53b6079a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0810\20240810T092944-1879.MP4,20240810,1879,20240810T092944_1879,yes,no,user_confirmed_20260909,no,no,yes,1879,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_3f4036e1d8bfe3,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T090749-639.MP4,20240811,639,20240811T090749_639,yes,no,user_confirmed_20260909,no,no,yes,639,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_aed28276135071,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T091914-1180.MP4,20240811,1180,20240811T091914_1180,yes,no,user_confirmed_20260909,no,no,yes,1180,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_af70c3cc180ae2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T093121-810.MP4,20240811,810,20240811T093121_810,yes,no,user_confirmed_20260909,no,no,yes,810,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_fe965ff4644d07,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T093648-372.MP4,20240811,372,20240811T093648_372,yes,no,user_confirmed_20260909,no,no,yes,372,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_f6bca344b2c8ce,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T094327-810.MP4,20240811,810,20240811T094327_810,yes,no,user_confirmed_20260909,no,no,yes,810,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_ce6ff507b22ee9,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T094536-A1021156.MP4,20240811,A1021156,20240811T094536_A1021156,yes,no,user_confirmed_20260909,no,no,yes,A1021156,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_075ed4d93c9959,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T094912-1371.MP4,20240811,1371,20240811T094912_1371,yes,no,user_confirmed_20260909,no,no,yes,1371,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_234cbf6b627421,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T095232-270.MP4,20240811,270,20240811T095232_270,yes,no,user_confirmed_20260909,no,no,yes,270,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_1dc98a0ed074ec,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T095726-1414.MP4,20240811,1414,20240811T095726_1414,yes,no,user_confirmed_20260909,no,no,yes,1414,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_0f85cab7ac58ae,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T100212-165.MP4,20240811,165,20240811T100212_165,yes,no,user_confirmed_20260909,no,no,yes,165,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_55441b4c6fe974,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T100355-1129.MP4,20240811,1129,20240811T100355_1129,yes,no,user_confirmed_20260909,no,no,yes,1129,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_d074036ef96d31,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T101031-281.MP4,20240811,281,20240811T101031_281,yes,no,user_confirmed_20260909,no,no,yes,281,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_cdaa16888fda03,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0811\20240811T101227-A1022182.MP4,20240811,A1022182,20240811T101227_A1022182,yes,no,user_confirmed_20260909,no,no,yes,A1022182,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_b7ed63dc0d8295,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0813\20240813T093620-1358.MP4,20240813,1358,20240813T093620_1358,yes,no,user_confirmed_20260909,no,no,yes,1358,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_7f3b12c4283ff8,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0813\20240813T094421-281.MP4,20240813,281,20240813T094421_281,yes,no,user_confirmed_20260909,no,no,yes,281,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_36d04432159cdf,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0813\20240813T094742-1429.MP4,20240813,1429,20240813T094742_1429,yes,no,user_confirmed_20260909,no,no,yes,1429,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_e47f27f9b4fe1b,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0813\20240813T095102-A1021134.MP4,20240813,A1021134,20240813T095102_A1021134,yes,no,user_confirmed_20260909,no,no,yes,A1021134,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_9ddfe0afe06424,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0813\20240813T095941-1589.MP4,20240813,1589,20240813T095941_1589,yes,no,user_confirmed_20260909,no,no,yes,1589,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_7beb44b12a5f36,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0813\20240813T100207-713.MP4,20240813,713,20240813T100207_713,yes,no,user_confirmed_20260909,no,no,yes,713,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
